co2,comb08,combE,hpv,make,model,trany,VClass,year,youSaveSpend,atvType
-1,27,0,77,Dodge,Charger,Manual 5-spd,Small Cars,1985,-500,
-1,21,0,88,Volkswagen,Golf III / GTI,Automatic 4-spd,Small Cars,1993,-3000,
-1,24,0,88,Volkswagen,Golf III / GTI,Manual 5-spd,Small Cars,1993,-1500,
-1,15,0,97,CX Automotive,XM v6,Manual 5-spd,Midsize Cars,1993,-12250,
-1,15,0,97,CX Automotive,XM v6a,Automatic 4-spd,Midsize Cars,1993,-12250,
-1,23,0,97,Mazda,626,Automatic 4-spd,Midsize Cars,1993,-2000,
-1,26,0,97,Mazda,626,Manual 5-spd,Midsize Cars,1993,-750,
-1,19,0,97,Mazda,626,Automatic 4-spd,Midsize Cars,1993,-7750,
-1,20,0,97,Mazda,626,Manual 5-spd,Midsize Cars,1993,-7000,
-1,21,0,77,Dodge,Charger,Manual 5-spd,Small Cars,1985,-6250,
-1,18,0,99,Saab,9000,Automatic 4-spd,Large Cars,1993,-5000,
-1,19,0,99,Saab,9000,Manual 5-spd,Large Cars,1993,-4250,
-1,20,0,96,Eagle,Summit Wagon,Automatic 4-spd,Midsize Cars,1993,-3500,
-1,23,0,96,Eagle,Summit Wagon,Automatic 4-spd,Midsize Cars,1993,-2000,
-1,21,0,96,Eagle,Summit Wagon,Manual 5-spd,Midsize Cars,1993,-3000,
-1,23,0,96,Eagle,Summit Wagon,Manual 5-spd,Midsize Cars,1993,-2000,
-1,19,0,96,Eagle,Summit Wagon,Automatic 4-spd,Midsize Cars,1993,-4250,
-1,20,0,96,Eagle,Summit Wagon,Automatic 4-spd,Midsize Cars,1993,-3500,
-1,19,0,96,Eagle,Summit Wagon,Manual 5-spd,Midsize Cars,1993,-4250,
-1,21,0,96,Eagle,Summit Wagon,Manual 5-spd,Midsize Cars,1993,-3000,
-1,23,0,96,Mitsubishi,Expo.LRV,Automatic 4-spd,Midsize Cars,1993,-2000,
-1,20,0,96,Mitsubishi,Expo.LRV,Automatic 4-spd,Midsize Cars,1993,-3500,
-1,23,0,96,Mitsubishi,Expo.LRV,Manual 5-spd,Midsize Cars,1993,-2000,
-1,21,0,96,Mitsubishi,Expo.LRV,Manual 5-spd,Midsize Cars,1993,-3000,
-1,20,0,96,Mitsubishi,Expo.LRV,Automatic 4-spd,Midsize Cars,1993,-3500,
-1,19,0,96,Mitsubishi,Expo.LRV,Automatic 4-spd,Midsize Cars,1993,-4250,
-1,21,0,96,Mitsubishi,Expo.LRV,Manual 5-spd,Midsize Cars,1993,-3000,
-1,19,0,96,Mitsubishi,Expo.LRV,Manual 5-spd,Midsize Cars,1993,-4250,
-1,23,0,96,Plymouth,Colt Vista,Automatic 4-spd,Midsize Cars,1993,-2000,
-1,20,0,96,Plymouth,Colt Vista,Automatic 4-spd,Midsize Cars,1993,-3500,
-1,23,0,96,Plymouth,Colt Vista,Manual 5-spd,Midsize Cars,1993,-2000,
-1,21,0,96,Plymouth,Colt Vista,Manual 5-spd,Midsize Cars,1993,-3000,
-1,19,0,96,Plymouth,Colt Vista,Automatic 4-spd,Midsize Cars,1993,-4250,
-1,20,0,96,Plymouth,Colt Vista,Automatic 4-spd,Midsize Cars,1993,-3500,
-1,19,0,96,Plymouth,Colt Vista,Manual 5-spd,Midsize Cars,1993,-4250,
-1,21,0,96,Plymouth,Colt Vista,Manual 5-spd,Midsize Cars,1993,-3000,
-1,20,0,91,Volvo,240 Wagon,Automatic 4-spd,Midsize Cars,1993,-3500,
-1,21,0,91,Volvo,240 Wagon,Manual 5-spd,Midsize Cars,1993,-3000,
-1,20,0,95,Volvo,940 Wagon,Automatic 4-spd,Midsize Cars,1993,-3500,
-1,18,0,95,Volvo,960 Wagon,Automatic 4-spd,Midsize Cars,1993,-5000,
-1,27,0,81,Dodge,Colt,Automatic 3-spd,Small Cars,1985,-500,
-1,34,0,81,Dodge,Colt,Manual 4-spd,Small Cars,1985,1500,
-1,30,0,81,Dodge,Colt,Manual 5-spd,Small Cars,1985,500,
-1,15,0,74,Porsche,928 GTS,Automatic 4-spd,Small Cars,1994,-12250,
-1,13,0,74,Porsche,928 GTS,Manual 5-spd,Small Cars,1994,-10000,
-1,18,0,63,Porsche,968,Automatic 4-spd,Small Cars,1994,-5000,
-1,18,0,63,Porsche,968,Manual 6-spd,Small Cars,1994,-5000,
-1,18,0,69,Toyota,Supra,Automatic 4-spd,Small Cars,1994,-8750,
-1,18,0,69,Toyota,Supra,Manual 5-spd,Small Cars,1994,-8750,
-1,24,0,77,Acura,Integra,Manual 5-spd,Small Cars,1994,-4500,
-1,24,0,77,Acura,Integra,Automatic 4-spd,Small Cars,1994,-1500,
-1,25,0,77,Acura,Integra,Manual 5-spd,Small Cars,1994,-1250,
-1,20,0,82,Chevrolet,Camaro,Automatic 4-spd,Small Cars,1994,-3500,
-1,20,0,82,Chevrolet,Camaro,Manual 5-spd,Small Cars,1994,-3500,
-1,18,0,82,Chevrolet,Camaro,Automatic 4-spd,Small Cars,1994,-8750,
-1,18,0,82,Chevrolet,Camaro,Manual 6-spd,Small Cars,1994,-8750,
-1,18,0,75,Nissan,300ZX 2x2,Automatic 4-spd,Small Cars,1994,-8750,
-1,18,0,75,Nissan,300ZX 2x2,Manual 5-spd,Small Cars,1994,-8750,
-1,18,0,82,Dodge,Stealth,Automatic 4-spd,Small Cars,1994,-5000,
-1,18,0,82,Dodge,Stealth,Automatic 4-spd,Small Cars,1994,-5000,
-1,19,0,82,Dodge,Stealth,Manual 5-spd,Small Cars,1994,-4250,
-1,19,0,82,Dodge,Stealth,Manual 5-spd,Small Cars,1994,-4250,
-1,23,0,81,Eagle,Talon,Automatic 4-spd,Small Cars,1994,-2000,
-1,24,0,81,Eagle,Talon,Manual 5-spd,Small Cars,1994,-1500,
-1,21,0,81,Eagle,Talon,Automatic 4-spd,Small Cars,1994,-3000,
-1,22,0,81,Eagle,Talon,Manual 5-spd,Small Cars,1994,-2500,
-1,27,0,82,Ford,Aspire,Automatic 3-spd,Small Cars,1994,-500,
-1,34,0,82,Ford,Aspire,Manual 5-spd,Small Cars,1994,1500,
-1,23,0,79,Ford,Probe,Automatic 4-spd,Small Cars,1994,-2000,
-1,26,0,79,Ford,Probe,Manual 5-spd,Small Cars,1994,-750,
-1,20,0,79,Ford,Probe,Automatic 4-spd,Small Cars,1994,-7000,
-1,20,0,79,Ford,Probe,Manual 5-spd,Small Cars,1994,-7000,
-1,33,0,82,Geo,Metro,Automatic 3-spd,Small Cars,1994,1250,
-1,40,0,82,Geo,Metro,Manual 5-spd,Small Cars,1994,2500,
-1,47,0,79,Geo,Metro XFI,Manual 5-spd,Small Cars,1994,3500,
-1,28,0,77,Honda,Civic,Automatic 4-spd,Small Cars,1994,0,
-1,38,0,77,Honda,Civic,Manual 5-spd,Small Cars,1994,2250,
-1,36,0,77,Honda,Civic,Manual 5-spd,Small Cars,1994,1750,
-1,32,0,77,Honda,Civic,Manual 5-spd,Small Cars,1994,1000,
-1,26,0,77,Honda,Civic,Automatic 4-spd,Small Cars,1994,-750,
-1,28,0,77,Honda,Civic,Manual 5-spd,Small Cars,1994,0,
-1,43,0,77,Honda,Civic HB VX,Manual 5-spd,Small Cars,1994,3000,
-1,40,0,77,Honda,Civic HB VX,Manual 5-spd,Small Cars,1994,2500,
-1,27,0,86,Hyundai,Excel,Automatic 4-spd,Small Cars,1994,-500,
-1,27,0,86,Hyundai,Excel,Manual 5-spd,Small Cars,1994,-500,
-1,23,0,81,Mitsubishi,Eclipse,Automatic 4-spd,Small Cars,1994,-2000,
-1,24,0,81,Mitsubishi,Eclipse,Manual 5-spd,Small Cars,1994,-1500,
-1,21,0,81,Mitsubishi,Eclipse,Automatic 4-spd,Small Cars,1994,-3000,
-1,22,0,81,Mitsubishi,Eclipse,Manual 5-spd,Small Cars,1994,-2500,
-1,18,0,82,Mitsubishi,3000 GT,Automatic 4-spd,Small Cars,1994,-5000,
-1,19,0,82,Mitsubishi,3000 GT,Manual 5-spd,Small Cars,1994,-4250,
-1,23,0,81,Plymouth,Laser,Automatic 4-spd,Small Cars,1994,-2000,
-1,24,0,81,Plymouth,Laser,Manual 5-spd,Small Cars,1994,-1500,
-1,21,0,81,Plymouth,Laser,Automatic 4-spd,Small Cars,1994,-3000,
-1,22,0,81,Plymouth,Laser,Manual 5-spd,Small Cars,1994,-2500,
-1,20,0,84,Pontiac,Firebird/Formula,Automatic 4-spd,Small Cars,1994,-3500,
-1,20,0,84,Pontiac,Firebird/Formula,Manual 5-spd,Small Cars,1994,-3500,
-1,18,0,84,Pontiac,Firebird/Formula,Automatic 4-spd,Small Cars,1994,-8750,
-1,18,0,84,Pontiac,Firebird/Formula,Manual 6-spd,Small Cars,1994,-8750,
-1,30,0,79,Subaru,Justy,Manual 5-spd,Small Cars,1994,500,
-1,26,0,78,Subaru,Justy AWD,Manual 5-spd,Small Cars,1994,-750,
-1,27,0,79,Suzuki,Swift,Automatic 3-spd,Small Cars,1994,-500,
-1,34,0,79,Suzuki,Swift,Manual 5-spd,Small Cars,1994,1500,
-1,27,0,79,Suzuki,Swift GT,Manual 5-spd,Small Cars,1994,-500,
-1,25,0,77,Toyota,Celica,Automatic 4-spd,Small Cars,1994,-1250,
-1,26,0,77,Toyota,Celica,Manual 5-spd,Small Cars,1994,-750,
-1,23,0,77,Toyota,Celica,Automatic 4-spd,Small Cars,1994,-2000,
-1,23,0,77,Toyota,Celica,Manual 5-spd,Small Cars,1994,-2000,
-1,23,0,89,Dodge,Shadow,Automatic 3-spd,Small Cars,1994,-2000,
-1,25,0,89,Dodge,Shadow,Manual 5-spd,Small Cars,1994,-1250,
-1,22,0,89,Dodge,Shadow,Automatic 3-spd,Small Cars,1994,-2500,
-1,23,0,89,Dodge,Shadow,Manual 5-spd,Small Cars,1994,-2000,
-1,19,0,89,Dodge,Shadow,Automatic 4-spd,Small Cars,1994,-4250,
-1,18,0,89,Dodge,Shadow,Manual 5-spd,Small Cars,1994,-5000,
-1,23,0,91,Ford,Escort,Automatic 4-spd,Small Cars,1994,-2000,
-1,25,0,91,Ford,Escort,Manual 5-spd,Small Cars,1994,-1250,
-1,26,0,91,Ford,Escort,Automatic 4-spd,Small Cars,1994,-750,
-1,29,0,91,Ford,Escort,Manual 5-spd,Small Cars,1994,250,
-1,27,0,86,Hyundai,Precis,Automatic 4-spd,Small Cars,1994,-500,
-1,25,0,92,Mazda,323,Automatic 4-spd,Small Cars,1994,-1250,
-1,25,0,92,Mazda,323,Automatic 4-spd,Small Cars,1994,-1250,
-1,28,0,92,Mazda,323,Manual 5-spd,Small Cars,1994,0,
-1,27,0,92,Mazda,323,Manual 5-spd,Small Cars,1994,-500,
-1,23,0,89,Plymouth,Sundance/Duster,Automatic 3-spd,Small Cars,1994,-2000,
-1,25,0,89,Plymouth,Sundance/Duster,Manual 5-spd,Small Cars,1994,-1250,
-1,22,0,89,Plymouth,Sundance/Duster,Automatic 3-spd,Small Cars,1994,-2500,
-1,23,0,89,Plymouth,Sundance/Duster,Manual 5-spd,Small Cars,1994,-2000,
-1,19,0,89,Plymouth,Sundance/Duster,Automatic 4-spd,Small Cars,1994,-4250,
-1,18,0,89,Plymouth,Sundance/Duster,Manual 5-spd,Small Cars,1994,-5000,
-1,21,0,88,Volkswagen,Golf III,Automatic 4-spd,Small Cars,1994,-3000,
-1,24,0,88,Volkswagen,Golf III,Manual 5-spd,Small Cars,1994,-1500,
-1,19,0,92,Saab,900,Automatic 4-spd,Midsize Cars,1994,-4250,
-1,21,0,92,Saab,900,Manual 5-spd,Midsize Cars,1994,-3000,
-1,19,0,92,Saab,900,Automatic 4-spd,Midsize Cars,1994,-4250,
-1,19,0,92,Saab,900,Manual 5-spd,Midsize Cars,1994,-4250,
-1,18,0,99,Saab,9000,Automatic 4-spd,Large Cars,1994,-5000,
-1,20,0,99,Saab,9000,Manual 5-spd,Large Cars,1994,-3500,
-1,21,0,94,Honda,Accord Wagon,Automatic 4-spd,Midsize Cars,1994,-3000,
-1,22,0,94,Honda,Accord Wagon,Automatic 4-spd,Midsize Cars,1994,-2500,
-1,23,0,94,Honda,Accord Wagon,Manual 5-spd,Midsize Cars,1994,-2000,
-1,24,0,94,Honda,Accord Wagon,Manual 5-spd,Midsize Cars,1994,-1500,
-1,23,0,96,Eagle,Summit Wagon,Automatic 4-spd,Midsize Cars,1994,-2000,
-1,23,0,96,Eagle,Summit Wagon,Manual 5-spd,Midsize Cars,1994,-2000,
-1,20,0,96,Eagle,Summit Wagon,Automatic 4-spd,Midsize Cars,1994,-3500,
-1,18,0,96,Eagle,Summit Wagon,Automatic 4-spd,Midsize Cars,1994,-5000,
-1,22,0,96,Eagle,Summit Wagon,Manual 5-spd,Midsize Cars,1994,-2500,
-1,20,0,96,Eagle,Summit Wagon,Manual 5-spd,Midsize Cars,1994,-3500,
-1,23,0,96,Mitsubishi,Expo.LRV,Automatic 4-spd,Midsize Cars,1994,-2000,
-1,23,0,96,Mitsubishi,Expo.LRV,Manual 5-spd,Midsize Cars,1994,-2000,
-1,20,0,96,Mitsubishi,Expo.LRV,Automatic 4-spd,Midsize Cars,1994,-3500,
-1,22,0,96,Mitsubishi,Expo.LRV,Manual 5-spd,Midsize Cars,1994,-2500,
-1,23,0,96,Plymouth,Colt Vista,Automatic 4-spd,Midsize Cars,1994,-2000,
-1,23,0,96,Plymouth,Colt Vista,Manual 5-spd,Midsize Cars,1994,-2000,
-1,20,0,96,Plymouth,Colt Vista,Automatic 4-spd,Midsize Cars,1994,-3500,
-1,18,0,96,Plymouth,Colt Vista,Automatic 4-spd,Midsize Cars,1994,-5000,
-1,22,0,96,Plymouth,Colt Vista,Manual 5-spd,Midsize Cars,1994,-2500,
-1,20,0,96,Plymouth,Colt Vista,Manual 5-spd,Midsize Cars,1994,-3500,
-1,20,0,97,Volvo,850 Wagon,Automatic 4-spd,Midsize Cars,1994,-3500,
-1,21,0,97,Volvo,850 Wagon,Manual 5-spd,Midsize Cars,1994,-3000,
-1,20,0,95,Volvo,940 Wagon,Automatic 4-spd,Midsize Cars,1994,-3500,
-1,18,0,95,Volvo,960 Wagon,Automatic 4-spd,Midsize Cars,1994,-5000,
-1,15,0,74,Porsche,928 GTS,Automatic 4-spd,Small Cars,1995,-12250,
-1,13,0,74,Porsche,928 GTS,Manual 5-spd,Small Cars,1995,-15250,
-1,18,0,63,Porsche,968,Automatic 4-spd,Small Cars,1995,-8750,
-1,18,0,63,Porsche,968,Manual 6-spd,Small Cars,1995,-8750,
-1,18,0,69,Toyota,Supra,Automatic 4-spd,Small Cars,1995,-8750,
-1,18,0,69,Toyota,Supra,Manual 5-spd,Small Cars,1995,-8750,
-1,24,0,77,Acura,Integra,Manual 5-spd,Small Cars,1995,-4500,
-1,24,0,77,Acura,Integra,Automatic 4-spd,Small Cars,1995,-1500,
-1,25,0,77,Acura,Integra,Manual 5-spd,Small Cars,1995,-1250,
-1,18,0,75,Nissan,300ZX 2x2,Automatic 4-spd,Small Cars,1995,-8750,
-1,19,0,75,Nissan,300ZX 2x2,Manual 5-spd,Small Cars,1995,-7750,
-1,18,0,82,Dodge,Stealth,Automatic 4-spd,Small Cars,1995,-5000,
-1,19,0,82,Dodge,Stealth,Manual 5-spd,Small Cars,1995,-4250,
-1,18,0,82,Dodge,Stealth,Automatic 4-spd,Small Cars,1995,-5000,
-1,19,0,82,Dodge,Stealth,Manual 5-spd,Small Cars,1995,-4250,
-1,22,0,79,Eagle,Talon,Automatic 4-spd,Small Cars,1995,-2500,
-1,22,0,79,Eagle,Talon,Automatic 4-spd,Small Cars,1995,-2500,
-1,23,0,79,Eagle,Talon,Manual 5-spd,Small Cars,1995,-2000,
-1,23,0,79,Eagle,Talon,Manual 5-spd,Small Cars,1995,-2000,
-1,28,0,81,Ford,Aspire,Automatic 3-spd,Small Cars,1995,0,
-1,33,0,81,Ford,Aspire,Manual 5-spd,Small Cars,1995,1250,
-1,23,0,80,Ford,Probe,Automatic 4-spd,Small Cars,1995,-2000,
-1,26,0,80,Ford,Probe,Manual 5-spd,Small Cars,1995,-750,
-1,20,0,80,Ford,Probe,Automatic 4-spd,Small Cars,1995,-7000,
-1,20,0,80,Ford,Probe,Manual 5-spd,Small Cars,1995,-7000,
-1,40,0,89,Geo,Metro,Manual 5-spd,Small Cars,1995,2500,
-1,28,0,89,Geo,Metro,Automatic 3-spd,Small Cars,1995,0,
-1,35,0,89,Geo,Metro,Manual 5-spd,Small Cars,1995,1500,
-1,28,0,77,Honda,Civic,Automatic 4-spd,Small Cars,1995,0,
-1,38,0,77,Honda,Civic,Manual 5-spd,Small Cars,1995,2250,
-1,32,0,77,Honda,Civic,Manual 5-spd,Small Cars,1995,1000,
-1,21,0,83,Dodge,Daytona,Automatic 3-spd,Small Cars,1985,-3000,
-1,18,0,50,Nissan,300ZX,Manual 5-spd,Small Cars,1985,-5000,
-1,36,0,77,Honda,Civic,Manual 5-spd,Small Cars,1995,1750,
-1,26,0,77,Honda,Civic,Automatic 4-spd,Small Cars,1995,-750,
-1,28,0,77,Honda,Civic,Manual 5-spd,Small Cars,1995,0,
-1,43,0,77,Honda,Civic HB VX,Manual 5-spd,Small Cars,1995,3000,
-1,40,0,77,Honda,Civic HB VX,Manual 5-spd,Small Cars,1995,2500,
-1,22,0,79,Mitsubishi,Eclipse,Automatic 4-spd,Small Cars,1995,-2500,
-1,22,0,79,Mitsubishi,Eclipse,Automatic 4-spd,Small Cars,1995,-2500,
-1,23,0,79,Mitsubishi,Eclipse,Manual 5-spd,Small Cars,1995,-2000,
-1,23,0,79,Mitsubishi,Eclipse,Manual 5-spd,Small Cars,1995,-2000,
-1,18,0,82,Mitsubishi,3000 GT,Automatic 4-spd,Small Cars,1995,-5000,
-1,19,0,82,Mitsubishi,3000 GT,Manual 5-spd,Small Cars,1995,-4250,
-1,18,0,84,Mitsubishi,3000 GT Spyder,Automatic 4-spd,Small Cars,1995,-5000,
-1,20,0,84,Pontiac,Firebird/Formula,Automatic 4-spd,Small Cars,1995,-3500,
-1,20,0,84,Pontiac,Firebird/Formula,Manual 5-spd,Small Cars,1995,-3500,
-1,20,0,84,Pontiac,Firebird/Formula,Automatic 4-spd,Small Cars,1995,-3500,
-1,18,0,84,Pontiac,Firebird/Formula,Automatic 4-spd,Small Cars,1995,-8750,
-1,18,0,84,Pontiac,Firebird/Formula,Automatic 4-spd,Small Cars,1995,-8750,
-1,18,0,84,Pontiac,Firebird/Formula,Automatic 4-spd,Small Cars,1995,-8750,
-1,18,0,84,Pontiac,Firebird/Formula,Manual 6-spd,Small Cars,1995,-8750,
-1,32,0,89,Suzuki,Swift,Automatic 3-spd,Small Cars,1995,1000,
-1,40,0,89,Suzuki,Swift,Manual 5-spd,Small Cars,1995,2500,
-1,26,0,77,Toyota,Celica,Automatic 4-spd,Small Cars,1995,-750,
-1,27,0,77,Toyota,Celica,Manual 5-spd,Small Cars,1995,-500,
-1,23,0,77,Toyota,Celica,Automatic 4-spd,Small Cars,1995,-2000,
-1,22,0,77,Toyota,Celica,Manual 5-spd,Small Cars,1995,-2500,
-1,24,0,83,Dodge,Daytona,Manual 5-spd,Small Cars,1985,-1500,
-1,21,0,87,BMW,318ti,Automatic 4-spd,Small Cars,1995,-6250,
-1,23,0,87,BMW,318ti,Manual 5-spd,Small Cars,1995,-5000,
-1,19,0,84,Chevrolet,Camaro,Automatic 4-spd,Small Cars,1985,-4250,
-1,18,0,84,Chevrolet,Camaro,Manual 5-spd,Small Cars,1985,-5000,
-1,22,0,91,Ford,Escort,Automatic 4-spd,Small Cars,1995,-2500,
-1,24,0,91,Ford,Escort,Manual 5-spd,Small Cars,1995,-1500,
-1,17,0,84,Chevrolet,Camaro,Automatic 4-spd,Small Cars,1985,-5750,
-1,26,0,91,Ford,Escort,Automatic 4-spd,Small Cars,1995,-750,
-1,29,0,91,Ford,Escort,Manual 5-spd,Small Cars,1995,250,
-1,27,0,88,Hyundai,Accent,Automatic 4-spd,Small Cars,1995,-500,
-1,28,0,88,Hyundai,Accent,Manual 5-spd,Small Cars,1995,0,
-1,25,0,92,Mazda,323,Automatic 4-spd,Small Cars,1995,-1250,
-1,28,0,92,Mazda,323,Manual 5-spd,Small Cars,1995,0,
-1,25,0,79,Chevrolet,Chevette,Automatic 3-spd,Small Cars,1985,-1250,
-1,26,0,79,Chevrolet,Chevette,Manual 4-spd,Small Cars,1985,-750,
-1,26,0,79,Chevrolet,Chevette,Manual 5-spd,Small Cars,1985,-750,
-1,22,0,88,Volkswagen,Golf III,Automatic 4-spd,Small Cars,1995,-2500,
-1,24,0,88,Volkswagen,Golf III,Manual 5-spd,Small Cars,1995,-1500,
-1,19,0,87,Volkswagen,GTI VR6,Manual 5-spd,Small Cars,1995,-4250,
-1,21,0,83,Chrysler,Laser,Automatic 3-spd,Small Cars,1985,-3000,
-1,23,0,83,Chrysler,Laser,Manual 5-spd,Small Cars,1985,-2000,
-1,23,0,83,Chrysler,Laser,Manual 5-spd,Small Cars,1985,-2000,
-1,20,0,92,Saab,900,Automatic 4-spd,Midsize Cars,1995,-3500,
-1,21,0,92,Saab,900,Manual 5-spd,Midsize Cars,1995,-3000,
-1,20,0,92,Saab,900,Automatic 4-spd,Midsize Cars,1995,-3500,
-1,24,0,84,Nissan,Pulsar/Pulsar-NX,Automatic 3-spd,Small Cars,1985,-1500,
-1,19,0,92,Saab,900,Manual 5-spd,Midsize Cars,1995,-4250,
-1,24,0,84,Nissan,Pulsar/Pulsar-NX,Automatic 3-spd,Small Cars,1985,-1500,
-1,29,0,84,Nissan,Pulsar/Pulsar-NX,Manual 5-spd,Small Cars,1985,250,
-1,30,0,84,Nissan,Pulsar/Pulsar-NX,Manual 5-spd,Small Cars,1985,500,
-1,24,0,82,Nissan,Sentra,Automatic 3-spd,Small Cars,1985,-1500,
-1,24,0,82,Nissan,Sentra,Automatic 3-spd,Small Cars,1985,-1500,
-1,30,0,82,Nissan,Sentra,Manual 5-spd,Small Cars,1985,500,
-1,29,0,82,Nissan,Sentra,Manual 5-spd,Small Cars,1985,250,
-1,19,0,99,Saab,9000,Automatic 4-spd,Large Cars,1995,-4250,
-1,40,0,82,Nissan,Sentra,Manual 4-spd,Small Cars,1985,1500,Diesel
-1,21,0,94,Honda,Accord Wagon,Automatic 4-spd,Midsize Cars,1995,-3000,
-1,23,0,94,Honda,Accord Wagon,Automatic 4-spd,Midsize Cars,1995,-2000,
-1,23,0,94,Honda,Accord Wagon,Manual 5-spd,Midsize Cars,1995,-2000,
-1,24,0,94,Honda,Accord Wagon,Manual 5-spd,Midsize Cars,1995,-1500,
-1,18,0,92,Volvo,960 Wagon,Automatic 4-spd,Midsize Cars,1995,-5000,
-1,22,0,76,Nissan,200SX,Manual 5-spd,Small Cars,1985,-2500,
-1,23,0,96,Eagle,Summit Wagon,Automatic 4-spd,Midsize Cars,1995,-2000,
-1,23,0,96,Eagle,Summit Wagon,Manual 5-spd,Midsize Cars,1995,-2000,
-1,18,0,96,Eagle,Summit Wagon,Automatic 4-spd,Midsize Cars,1995,-5000,
-1,20,0,96,Eagle,Summit Wagon,Automatic 4-spd,Midsize Cars,1995,-3500,
-1,20,0,96,Eagle,Summit Wagon,Manual 5-spd,Midsize Cars,1995,-3500,
-1,22,0,96,Eagle,Summit Wagon,Manual 5-spd,Midsize Cars,1995,-2500,
-1,20,0,107,Honda,Odyssey,Automatic 4-spd,Midsize Cars,1995,-3500,
-1,18,0,73,Nissan,300ZX 2x2,Manual 5-spd,Small Cars,1985,-5000,
-1,20,0,96,Mitsubishi,Expo.LRV,Automatic 4-spd,Midsize Cars,1995,-3500,
-1,22,0,96,Mitsubishi,Expo.LRV,Manual 5-spd,Midsize Cars,1995,-2500,
-1,20,0,77,Dodge,Charger,Automatic 3-spd,Small Cars,1985,-3500,
-1,25,0,77,Dodge,Charger,Manual 5-spd,Small Cars,1985,-1250,
-1,21,0,99,Volvo,850 Wagon,Automatic 4-spd,Midsize Cars,1995,-3000,
-1,21,0,99,Volvo,850 Wagon,Manual 5-spd,Midsize Cars,1995,-3000,
-1,21,0,77,Dodge,Charger,Manual 5-spd,Small Cars,1985,-6250,
-1,27,0,81,Dodge,Colt,Automatic 3-spd,Small Cars,1985,-500,
-1,33,0,81,Dodge,Colt,Manual 4-spd,Small Cars,1985,1250,
-1,21,0,83,Dodge,Daytona,Automatic 3-spd,Small Cars,1985,-3000,
-1,24,0,83,Dodge,Daytona,Manual 5-spd,Small Cars,1985,-1500,
-1,20,0,84,Ford,Mustang,Automatic 3-spd,Small Cars,1985,-3500,
-1,23,0,84,Ford,Mustang,Manual 4-spd,Small Cars,1985,-2000,
-1,18,0,84,Ford,Mustang,Automatic 3-spd,Small Cars,1985,-5000,
-1,24,0,81,Honda,Accord,Automatic 4-spd,Small Cars,1985,-1500,
-1,24,0,81,Honda,Accord,Automatic 4-spd,Small Cars,1985,-1500,
-1,24,0,81,Honda,Accord,Manual 5-spd,Small Cars,1985,-1500,
-1,26,0,86,Ford,Laser,Automatic 3-spd,Small Cars,1985,-750,
-1,25,0,81,Honda,Accord,Manual 5-spd,Small Cars,1985,-1250,
-1,22,0,81,Honda,Accord,Automatic 4-spd,Small Cars,1985,-2500,
-1,34,0,70,Honda,Civic,Manual 4-spd,Small Cars,1985,1500,
-1,27,0,70,Honda,Civic,Automatic 3-spd,Small Cars,1985,-500,
-1,30,0,70,Honda,Civic,Manual 5-spd,Small Cars,1985,500,
-1,27,0,86,Ford,Laser,Manual 4-spd,Small Cars,1985,-500,
-1,20,0,83,Mercury,Capri,Automatic 3-spd,Small Cars,1985,-3500,
-1,23,0,83,Mercury,Capri,Manual 4-spd,Small Cars,1985,-2000,
-1,18,0,83,Mercury,Capri,Automatic 3-spd,Small Cars,1985,-5000,
-1,27,0,86,Mazda,GLC,Manual 4-spd,Small Cars,1985,-500,
-1,22,0,78,Mitsubishi,Cordia,Automatic 3-spd,Small Cars,1985,-2500,
-1,24,0,78,Mitsubishi,Cordia,Manual 5-spd,Small Cars,1985,-1500,
-1,27,0,81,Mitsubishi,Mirage,Automatic 3-spd,Small Cars,1985,-500,
-1,33,0,81,Mitsubishi,Mirage,Manual 4-spd,Small Cars,1985,1250,
-1,30,0,86,Ford,Laser,Manual 5-spd,Small Cars,1985,500,
-1,33,0,81,Plymouth,Colt,Manual 4-spd,Small Cars,1985,1250,
-1,30,0,77,Plymouth,Turismo,Manual 4-spd,Small Cars,1985,500,
-1,20,0,77,Plymouth,Turismo,Automatic 3-spd,Small Cars,1985,-3500,
-1,25,0,77,Plymouth,Turismo,Manual 5-spd,Small Cars,1985,-1250,
-1,21,0,77,Plymouth,Turismo,Manual 5-spd,Small Cars,1985,-6250,
-1,20,0,74,Mitsubishi,Eclipse Convertible,Automatic 4-spd,Small Cars,1996,-3500,
-1,22,0,74,Mitsubishi,Eclipse Convertible,Manual 5-spd,Small Cars,1996,-2500,
-1,19,0,84,Pontiac,Firebird,Automatic 4-spd,Small Cars,1985,-4250,
-1,19,0,69,Toyota,Supra,Automatic 4-spd,Small Cars,1996,-7750,
-1,18,0,69,Toyota,Supra,Manual 5-spd,Small Cars,1996,-8750,
-1,25,0,77,Acura,Integra,Manual 5-spd,Small Cars,1996,-4000,
-1,24,0,77,Acura,Integra,Automatic 4-spd,Small Cars,1996,-1500,
-1,25,0,77,Acura,Integra,Manual 5-spd,Small Cars,1996,-1250,
-1,18,0,84,Pontiac,Firebird,Manual 5-spd,Small Cars,1985,-5000,
-1,17,0,84,Pontiac,Firebird,Automatic 4-spd,Small Cars,1985,-5750,
-1,18,0,75,Nissan,300ZX 2x2,Automatic 4-spd,Small Cars,1996,-8750,
-1,19,0,75,Nissan,300ZX 2x2,Manual 5-spd,Small Cars,1996,-7750,
