comb08,combE,make,model,VClass,year,youSaveSpend,atvType
42,42,Mercedes-Benz,EQS 680 4matic Maybach (SUV),Standard Sport Utility Vehicle 4WD,2024,3750,EV
35.2939,35.2939,Nissan,ARIYA ENGAGE e-4ORCE 63kWh,Small Station Wagons,2024,4500,EV
33.2574,33.2574,Nissan,ARIYA ENGAGE FWD 63kWh,Small Station Wagons,2024,4750,EV
36.6389,36.6389,Nissan,ARIYA ENGAGE+/EVOLVE+ e-4ORCE 87kWh,Small Station Wagons,2024,4500,EV
34.3726,34.3726,Nissan,ARIYA EVOLVE+/EMPOWER+ FWD 87kWh,Small Station Wagons,2024,4750,EV
37.3979,37.3979,Nissan,ARIYA PLATINUM+ e-4ORCE 87kWh 19in. Wheels,Small Station Wagons,2024,4250,EV
38.8396,38.8396,Nissan,ARIYA PLATINUM+ e-4ORCE 87kWh 20in. Wheels,Small Station Wagons,2024,4250,EV
32.7108,32.7108,Nissan,ARIYA VENTURE Plus FWD 87kWh,Small Station Wagons,2024,4750,EV
42.7868,42.7868,Porsche,Taycan 4S Cross Turismo,Midsize Cars,2024,3750,EV
49.2406,49.2406,Rivian,R1T All-Terrain Dual Large (20in),Standard Pickup Trucks 4WD,2024,3000,EV
46.124,46.124,Rivian,R1T All-Terrain Dual Max (20in),Standard Pickup Trucks 4WD,2024,3250,EV
51.6452,51.6452,Rivian,R1T All-Terrain Dual Standard Plus (20in),Standard Pickup Trucks 4WD,2024,2750,EV
49.2406,49.2406,Rivian,R1T All-Terrain Performance Dual Large (20in),Standard Pickup Trucks 4WD,2024,3000,EV
46.124,46.124,Rivian,R1T All-Terrain Performance Dual Max (20in),Standard Pickup Trucks 4WD,2024,3250,EV
53.6978,53.6978,Rivian,R1T All-Terrain Quad Large (20in),Standard Pickup Trucks 4WD,2024,2500,EV
51.6452,51.6452,Rivian,R1T AT Performance Dual Standard Plus (20in),Standard Pickup Trucks 4WD,2024,2750,EV
43.2259,43.2259,Rivian,R1T Dual Large (21in),Standard Pickup Trucks 4WD,2024,3750,EV
44.478,44.478,Rivian,R1T Dual Large (22in),Standard Pickup Trucks 4WD,2024,3500,EV
39.9444,39.9444,Rivian,R1T Dual Max (21in),Standard Pickup Trucks 4WD,2024,4000,EV
43.3111,43.3111,Rivian,R1T Dual Max (22in),Standard Pickup Trucks 4WD,2024,3750,EV
45.2041,45.2041,Rivian,R1T Dual Standard (21in),Standard Pickup Trucks 4WD,2024,3500,EV
48.031,48.031,Rivian,R1T Dual Standard (22in),Standard Pickup Trucks 4WD,2024,3000,EV
43.8057,43.8057,Rivian,R1T Dual Standard Plus (21in),Standard Pickup Trucks 4WD,2024,3500,EV
46.7443,46.7443,Rivian,R1T Dual Standard Plus (22in),Standard Pickup Trucks 4WD,2024,3250,EV
43.2259,43.2259,Rivian,R1T Performance Dual Large (21in),Standard Pickup Trucks 4WD,2024,3750,EV
44.478,44.478,Rivian,R1T Performance Dual Large (22in),Standard Pickup Trucks 4WD,2024,3500,EV
39.9444,39.9444,Rivian,R1T Performance Dual Max (21in),Standard Pickup Trucks 4WD,2024,4000,EV
43.3111,43.3111,Rivian,R1T Performance Dual Max (22in),Standard Pickup Trucks 4WD,2024,3750,EV
43.8057,43.8057,Rivian,R1T Performance Dual Standard Plus (21in),Standard Pickup Trucks 4WD,2024,3500,EV
46.7443,46.7443,Rivian,R1T Performance Dual Standard Plus (22in),Standard Pickup Trucks 4WD,2024,3250,EV
52.3772,52.3772,Rivian,R1T Quad Large (20in),Standard Pickup Trucks 4WD,2024,2500,EV
46.1441,46.1441,Rivian,R1T Quad Large (21in),Standard Pickup Trucks 4WD,2024,3250,EV
49.3574,49.3574,Rivian,R1T Quad Large (22in),Standard Pickup Trucks 4WD,2024,3000,EV
49.2406,49.2406,Rivian,R1S All-Terrain Dual Large (20in),Standard Sport Utility Vehicle 4WD,2024,3000,EV
46.124,46.124,Rivian,R1S All-Terrain Dual Max (20in),Standard Sport Utility Vehicle 4WD,2024,3250,EV
51.6452,51.6452,Rivian,R1S All-Terrain Dual Standard Plus (20in),Standard Sport Utility Vehicle 4WD,2024,2750,EV
49.2406,49.2406,Rivian,R1S All-Terrain Performance Dual Large (20in),Standard Sport Utility Vehicle 4WD,2024,3000,EV
46.124,46.124,Rivian,R1S All-Terrain Performance Dual Max (20in),Standard Sport Utility Vehicle 4WD,2024,3250,EV
51.6452,51.6452,Rivian,R1S AT Performance Dual Standard Plus (20in),Standard Sport Utility Vehicle 4WD,2024,2750,EV
43.2259,43.2259,Rivian,R1S Dual Large (21in),Standard Sport Utility Vehicle 4WD,2024,3750,EV
44.7406,44.7406,Rivian,R1S Dual Large (22in),Standard Sport Utility Vehicle 4WD,2024,3500,EV
40.8697,40.8697,Rivian,R1S Dual Max (21in),Standard Sport Utility Vehicle 4WD,2024,4000,EV
43.3111,43.3111,Rivian,R1S Dual Max (22in),Standard Sport Utility Vehicle 4WD,2024,3750,EV
45.2041,45.2041,Rivian,R1S Dual Standard (21in),Standard Sport Utility Vehicle 4WD,2024,3500,EV
48.031,48.031,Rivian,R1S Dual Standard (22in),Standard Sport Utility Vehicle 4WD,2024,3000,EV
43.8057,43.8057,Rivian,R1S Dual Standard Plus (21in),Standard Sport Utility Vehicle 4WD,2024,3500,EV
46.7443,46.7443,Rivian,R1S Dual Standard Plus (22in),Standard Sport Utility Vehicle 4WD,2024,3250,EV
43.2259,43.2259,Rivian,R1S Performance Dual Large (21in),Standard Sport Utility Vehicle 4WD,2024,3750,EV
44.7406,44.7406,Rivian,R1S Performance Dual Large (22in),Standard Sport Utility Vehicle 4WD,2024,3500,EV
40.8697,40.8697,Rivian,R1S Performance Dual Max (21in),Standard Sport Utility Vehicle 4WD,2024,4000,EV
43.3111,43.3111,Rivian,R1S Performance Dual Max (22in),Standard Sport Utility Vehicle 4WD,2024,3750,EV
46.7443,46.7443,Rivian,R1S Performance Dual Standard (22in),Standard Sport Utility Vehicle 4WD,2024,3250,EV
43.8057,43.8057,Rivian,R1S Performance Dual Standard Plus (21in),Standard Sport Utility Vehicle 4WD,2024,3500,EV
52.3772,52.3772,Rivian,R1S Quad Large (20in),Standard Sport Utility Vehicle 4WD,2024,2500,EV
47.3963,47.3963,Rivian,R1S Quad Large (21in),Standard Sport Utility Vehicle 4WD,2024,3250,EV
49.3574,49.3574,Rivian,R1S Quad Large (22in),Standard Sport Utility Vehicle 4WD,2024,3000,EV
25.8361,25.8361,Tesla,Model 3 Long Range AWD,Midsize Cars,2024,5500,EV
25.4472,25.4472,Tesla,Model 3 RWD,Midsize Cars,2024,5750,EV
27.7036,27.7036,Tesla,Model S,Large Cars,2024,5500,EV
31.4651,31.4651,Tesla,Model S Plaid (19in wheels),Large Cars,2024,5000,EV
35.2387,35.2387,Tesla,Model S Plaid (21in wheels),Large Cars,2024,4500,EV
28.6981,28.6981,Tesla,Model Y Long Range AWD,Small Sport Utility Vehicle 4WD,2024,5250,EV
32.2142,32.2142,Tesla,Model Y Performance AWD,Small Sport Utility Vehicle 4WD,2024,5000,EV
33.6127,33.6127,Tesla,Model X,Standard Sport Utility Vehicle 4WD,2024,4750,EV
34.5286,34.5286,Tesla,Model X Plaid (20in wheels),Standard Sport Utility Vehicle 4WD,2024,4500,EV
37.2621,37.2621,Tesla,Model X Plaid (22in wheels),Standard Sport Utility Vehicle 4WD,2024,4250,EV
28.317,28.317,Toyota,bZ4X,Small Sport Utility Vehicle 2WD,2024,5250,EV
30.1384,30.1384,Toyota,bZ4X Limited,Small Sport Utility Vehicle 2WD,2024,5000,EV
32,32,Toyota,bZ4X AWD,Small Sport Utility Vehicle 4WD,2024,5000,EV
33,33,Toyota,bZ4X Limited AWD,Small Sport Utility Vehicle 4WD,2024,4750,EV
31.5624,31.5624,Volkswagen,ID.4,Small Sport Utility Vehicle 2WD,2024,5000,EV
29.783,29.783,Volkswagen,ID.4 Pro S,Small Sport Utility Vehicle 2WD,2024,5250,EV
31.5624,31.5624,Volkswagen,ID.4 S,Small Sport Utility Vehicle 2WD,2024,5000,EV
12,0,Lamborghini,Revuelto,Two Seaters,2024,-17250,Hybrid
21,0,Lotus,Emira,Two Seaters,2024,-3000,
23,0,Mercedes-Benz,AMG CLE53 4matic Plus (coupe),Subcompact Cars,2024,-5000,Hybrid
30,0,Volkswagen,GLI,Compact Cars,2024,500,
31,0,Chevrolet,Malibu,Midsize Cars,2024,750,
21,0,Porsche,Panamera,Large Cars,2024,-6250,
18,0,Ford,F150 Pickup Tremor 4WD,Standard Pickup Trucks 4WD,2024,-5000,
17,0,Ford,F150 Pickup Tremor 4WD,Standard Pickup Trucks 4WD,2024,-5750,
24,0,Toyota,Tacoma Hybrid 4WD,Standard Pickup Trucks 4WD,2024,-1500,Hybrid
23,0,Toyota,Tacoma Hybrid 4WD,Standard Pickup Trucks 4WD,2024,-2000,Hybrid
36,0,Hyundai,Santa Fe Hybrid FWD,Small Sport Utility Vehicle 2WD,2024,1750,Hybrid
24,0,Buick,Envision AWD,Small Sport Utility Vehicle 4WD,2024,-1500,
34,0,Hyundai,Santa Fe Hybrid AWD,Small Sport Utility Vehicle 4WD,2024,1500,Hybrid
23,0,Chevrolet,Traverse FWD,Standard Sport Utility Vehicle 2WD,2024,-2000,
23,0,GMC,Acadia FWD,Standard Sport Utility Vehicle 2WD,2024,-2000,
21,0,Chevrolet,Traverse AWD,Standard Sport Utility Vehicle 4WD,2024,-3000,
21,0,GMC,Acadia AWD,Standard Sport Utility Vehicle 4WD,2024,-3000,
63.2681,63.2681,Bugatti Rimac,Nevera,Two Seaters,2024,1500,EV
36.6051,36.6051,Fisker,Ocean Sport 20in,Standard Sport Utility Vehicle 2WD,2024,4500,EV
42.7309,42.7309,Fisker,Ocean Sport 22in,Standard Sport Utility Vehicle 2WD,2024,3750,EV
38.6807,38.6807,Mercedes-Benz,EQB 300 4matic,Small Sport Utility Vehicle 4WD,2024,4250,EV
26.3757,26.3757,Tesla,Model 3 Long Range AWD-E,Midsize Cars,2024,5500,EV
28.6357,28.6357,Tesla,Model Y Long Range AWD-I,Small Sport Utility Vehicle 4WD,2024,5250,EV
28.0611,28.0611,Tesla,Model Y Long Range RWD,Small Sport Utility Vehicle 2WD,2024,5250,EV
28.0056,28.0056,Tesla,Model Y RWD,Small Sport Utility Vehicle 2WD,2024,5250,EV
21,0,Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,2024,-3000,
20,0,Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,2024,-3500,
43.0203,43.0203,Acura,ZDX AWD Type S,Standard Sport Utility Vehicle 2WD,2024,3750,EV
39,39,Dodge,Charger 2-Dr Daytona R/T AWD 18in,Large Cars,2024,4000,EV
40,40,Dodge,Charger 2-Dr Daytona R/T AWD 20in Goodyear,Large Cars,2024,4000,EV
34.5239,34.5239,Dodge,Charger 2-Dr Daytona R/T AWD 20in Nexen,Large Cars,2024,4500,EV
48,48,Dodge,Charger 2-Dr Daytona Scat Pack Track Pack AWD,Large Cars,2024,3000,EV
43.3733,43.3733,Dodge,Charger 2-Dr Daytona Scat Pack Track Pack AWD A/S,Large Cars,2024,3500,EV
65,65,GMC,Hummer EV Pickup 2M20,Standard Pickup Trucks 4WD,2024,1250,EV
71.7483,71.7483,GMC,Hummer EV Pickup MT Tires 2M20,Standard Pickup Trucks 4WD,2024,500,EV
65.9777,65.9777,GMC,Hummer EV SUV 2M20,Standard Sport Utility Vehicle 4WD,2024,1000,EV
71.7483,71.7483,GMC,Hummer EV SUV MT Tires 2M20,Standard Sport Utility Vehicle 4WD,2024,500,EV
34.6289,34.6289,Jeep,Wagoneer S AWD (Falken tire),Standard Sport Utility Vehicle 4WD,2024,4500,EV
39,39,Jeep,Wagoneer S AWD (Pirelli tire),Standard Sport Utility Vehicle 4WD,2024,4000,EV
34.4628,34.4628,Porsche,Macan 4 Electric,Small Sport Utility Vehicle 4WD,2024,4500,EV
36.9137,36.9137,Porsche,Macan Turbo Electric,Small Sport Utility Vehicle 4WD,2024,4250,EV
24.6398,24.6398,Tesla,Model 3 Long Range RWD,Midsize Cars,2024,5750,EV
30.1017,30.1017,Tesla,Model 3 Performance AWD,Midsize Cars,2024,5000,EV
57,56,Hyundai,Nexo,Small Sport Utility Vehicle 2WD,2024,8500,FCV
61,60,Hyundai,Nexo Blue,Small Sport Utility Vehicle 2WD,2024,8500,FCV
65,64,Toyota,Mirai Limited,Compact Cars,2024,8500,FCV
74,72,Toyota,Mirai XLE,Compact Cars,2024,8500,FCV
25,58,Mazda,CX-90 4WD,Standard Sport Utility Vehicle 4WD,2024,-750,Plug-in Hybrid
